duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,count,srv_count,same_srv_rate,diff_srv_rate,dst_host_count,label
0.0,udp,http,S0,49.205668478801236,0.0,0,0,0,0,0,0,0,334,241,0.9185832055565343,0.023305318798485866,20,DoS
0.0,tcp,smtp,REJ,41.362315095445084,0.0,0,0,0,0,0,0,0,417,497,0.9491514225831826,0.07333279087168623,3,DoS
8.23674145651783,icmp,dns,SF,2432.671000088373,3909.4742655786026,0,0,0,2,0,1,0,44,42,0.8997841498241392,0.05731864180390745,64,Normal
0.025372185258985012,tcp,ftp,SF,241.71188974132582,544.0367642012553,0,0,0,1,0,1,0,15,13,0.7969435651838251,0.19013498542418628,224,Normal
0.6287505991455382,tcp,smtp,SF,645.2857995826853,2000.7534207130839,0,0,0,1,0,1,0,45,16,0.9160334000544837,0.17970331326407027,92,Normal
45.77942531339866,udp,imap,RSTO,3900.0160786060856,6572.861568440063,0,0,0,9,4,0,0,5,1,0.9167698157718869,0.03011018222261813,1,R2L
14.93095207687334,tcp,smtp,S0,677.6969854692375,2583.8121829971687,0,0,0,0,0,1,0,13,25,0.7097459790070495,0.04518328592055574,244,Normal
5.970372126508366,tcp,imap,SF,262.50408776936297,1947.7371351303213,0,0,0,0,0,1,0,22,43,0.7054087026876736,0.048295329506212424,63,Normal
0.14602510716047343,udp,pop3,SF,3798.8853754777147,346.48408781916964,0,0,0,1,0,1,0,29,34,0.747070787243836,0.14800247641571415,229,Normal
31.752967125513592,tcp,smtp,SF,5527.485323233332,893.8317283381151,0,0,0,11,2,0,2,5,2,0.8779589573125688,0.05335692999688435,13,R2L
3.0729348368534875,icmp,http,SF,622.8369344514491,900.2890590484059,0,0,0,0,0,1,0,4,8,0.7190804309133392,0.06155614287144209,67,Normal
4.7301523601871756,tcp,dns,RSTO,6243.445096281949,1539.720991006668,0,0,0,0,0,1,0,9,36,0.746755460965433,0.0856738848715909,198,Normal
0.0,udp,ftp,REJ,69.37431068767503,0.0,0,0,0,0,0,0,0,465,500,0.9538384186896434,0.042640605649197284,1,DoS
2.439637636750936,tcp,ssh,REJ,449.5700651715701,466.73729500434894,0,0,0,0,0,1,0,29,41,0.7523495459193865,0.27555645913293636,51,Normal
1.4471614008799618,icmp,pop3,OTH,442.99531282940717,42.40353734067126,0,0,0,4,0,0,0,123,11,0.23660284427361744,0.8594041174745823,156,Probe
10.905662846983066,tcp,smtp,RSTO,228.63603832553244,830.6732417816522,0,0,0,2,0,1,0,18,8,0.8459448297197268,0.09960021063530375,245,Normal
0.057092947162708345,udp,ftp,SF,1478.7030987775222,4129.899820664607,0,0,0,0,0,1,0,12,14,0.7244421693138825,0.18466578695795374,170,Normal
2.348982889601336,udp,pop3,SF,699.939218760098,1013.2430303459619,0,0,0,3,0,1,0,32,18,0.85261179526488,0.03862633121041664,112,Normal
0.4085258429183495,tcp,pop3,SF,302.9321641893651,508.742505854829,0,0,0,2,0,1,0,5,47,0.7956451968619014,0.016423494677878535,140,Normal
7.090909238783566,udp,ftp,SF,3505.547102752768,812.7879682663383,0,0,0,1,0,1,0,40,17,0.7217566950863444,0.15804514981512402,114,Normal
7.489772516717935,tcp,dns,SF,977.2820856047518,2747.013410271663,0,0,0,1,0,1,0,17,18,0.9554611515693777,0.2727016766507109,73,Normal
0.0,icmp,ftp,S0,20.650585268113346,0.0,0,1,0,0,0,0,0,481,442,0.913351555135282,0.05413353827012673,11,DoS
1.2194163910735196,udp,pop3,SF,214.032260759685,860.9858404126503,0,0,0,1,0,1,0,126,11,0.11524729807539665,0.7898899212847079,112,Probe
1.008842079430426,udp,ssh,S0,596.1986687749041,187.2720709146774,0,0,0,4,0,0,0,144,8,0.3569706292034309,0.6990032187519075,150,Probe
113.44254309774952,tcp,ftp,SF,18060.60836642283,17277.94195970656,0,0,0,8,1,1,9,3,3,0.9087596989609216,0.16583902820318766,2,U2R
6.070434884404275,udp,telnet,SF,409.9447521679775,68.92659327252412,0,0,0,0,0,1,0,4,3,0.988701417244362,0.03502437083063866,64,Normal
190.10109548644326,tcp,smtp,SF,3799.0617499047653,1102.0488592276192,0,0,0,9,4,0,0,7,7,0.7360989193090877,0.09000902252540338,18,R2L
0.44326933888903347,tcp,dns,SF,2149.052494663762,695.7053861344417,0,0,0,1,0,1,0,11,42,0.8577839730704379,0.255446754493964,207,Normal
119.95060620266366,tcp,ssh,SF,784.9072729489288,7408.393898420288,0,0,2,23,1,1,13,4,4,0.8634744666134904,0.04160990964502003,2,U2R
4.814528398740175,tcp,dns,SF,698.0355170098412,4048.126789794576,0,0,0,1,0,1,0,18,12,0.9348770842772717,0.06891488510496951,161,Normal
7.3482397022286765,tcp,ssh,SF,335.5590070503998,256.6686958144665,0,0,0,0,0,1,0,19,12,0.7763991297669885,0.23785201358205812,160,Normal
2.3973684987904806,icmp,imap,SF,4448.881815408056,263.9656302611324,0,0,0,1,0,1,0,5,41,0.8694857822957419,0.009320439073336894,230,Normal
0.0,tcp,http,S0,52.958198356917684,0.0,0,0,0,0,0,0,0,492,230,0.91416113506179,0.006986192068466169,3,DoS
8.64675684769068,udp,ssh,SF,1126.0960271957222,1206.8123810997447,0,0,0,0,0,1,0,14,2,0.7464358104538336,0.0841365194280166,111,Normal
3.6572640288007596,tcp,pop3,SF,4456.857780886112,7498.4341138535265,0,0,0,0,0,1,0,30,4,0.7471611650670862,0.15698587479007495,175,Normal
0.29013481922418105,tcp,ftp,SF,1361.7023364623064,166.97647711645007,0,0,0,0,0,1,0,2,18,0.8494567897521937,0.20011105713760616,98,Normal
0.0,tcp,http,S0,125.62036697072261,0.0,0,0,0,0,0,0,0,292,453,0.9640710224727221,0.07720317859723548,19,DoS
3.698394193886335,tcp,ssh,SF,1233.699649605991,113.83455332076582,0,0,0,2,0,1,0,15,23,0.8451631793692777,0.04645241839423648,121,Normal
0.15487531050737272,udp,ssh,SF,938.5770084815598,296.3153402399323,0,0,0,0,0,1,0,45,6,0.7408168703294928,0.29976218968303225,123,Normal
0.0,tcp,ftp,REJ,108.30770378410357,0.0,0,1,0,0,0,0,0,375,356,0.9171102478413402,0.09072431672770787,14,DoS
2.9004542129269915,tcp,smtp,SF,3906.351705137117,117.92378017375474,0,0,0,1,0,1,0,49,7,0.9333954914712811,0.2745416461214688,114,Normal
8.102417978873657,tcp,http,SF,269.9557143620505,415.39669546380713,0,0,0,1,0,1,0,30,46,0.9197838097721196,0.07510761887125664,168,Normal
